;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF2013;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;1;0;NA;NA;NA;0;0;0;0;0;0;r.LY;5,608107;2,033;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;4;-469,287033444;-469,287033444;6211,040487411;946,574066888;958,36910645;946,868184535;3,890616584;951,367163032;137;154;6,796944017;0;FullResiduals;0,039851;0,379775;0,0656;3,643958;0,1186;4,774623;39,074835;13,614817;0,9146;0;34,925089;12,270825;0;0,26804;4,405181;0,766402;9,645202;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,377614;-3,7734;2e-04;NA;NA;NA;-0,561699;-6,4794;0;Additive;1;0,439206692;0,388143129;0,083850931;0,00611195;0;0,917312702;0,799553795;0,457206668;0,275994344;44,205648;7,172952;48,641026;64,312224;7,947769;At.-t.--.AT.at.AT;None;2e-09;0;Present;ProbablyNone;5,054e-06;0;0;0,667435;7,598678;6,160839;0,605395;--.-t.--.--.--.--;None;None;0,181103976;0,714367418;0,341628;0,9746;0;1;0,880539;1,987179;0,337514;--.--.--.--.--.--;None;None;0,666682865;0,989765096;0,164421;0,9989;0;1;1,910002;2,5;0,176786;--.--.--.--.--.--;None;None;0,246606959;0,998662873;-0,215597335;1,128939;1,128939;1,206026;1,206026;0,897701;0,897701;2,297789433;4,026236025;13;S3X9;1,402522192;0,838509306;0,648894716;0,397883639;0,669820836;0,01049441;0,689610391;0,686950784;0,552412128;0,510936031;0,460963362;0,725166608;0,709384714;Good;1,12893912738473;0,348387605622847;1,20602634072724;0,306440345494979;0;1;0;1;0,164421317506523;0,998937717274406;0,341628004800011;0,974603053245233
RF2014;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;0,741304;NA;0;11;9;2;0;0;r.LY;1,731441;0,5336;r.REG5_Lundi;-0,044852;-0,0553;r.REG5_Mardi;0,000927;9e-04;r.REG5_Mercredi;0,11778;0,1167;r.REG5_Jeudi;1,405479;1,3893;r.REG5_Vendredi;-0,885679;-1,0062;LS (11-2013);7,110696;3,0247;AO (6-2016);-24,07402;-4,0642;AO (5-2020);-6,781316;-1,0317;AO (6-2020);-7,863433;-1,0881;AO (7-2020);-14,137428;-1,9118;AO (8-2020);-11,306937;-1,5614;AO (9-2020);-2,596041;-0,3569;AO (10-2020);9,080457;1,2545;AO (11-2020);9,89566;1,3499;AO (12-2020);8,183481;1,224;LS (8-2022);-17,816739;-7,8808;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;142;20;-468,026887436;-468,026887436;5612,621194352;976,053774873;1035,170316025;982,995923633;4,340049688;1000,076337577;122;154;7,289931803;0;FullResiduals;-0,542565;-0,099375;0,6288;3,051234;0,9008;0,536638;29,28217;20,622378;0,5442;0,507227;26,16902;18,464896;0,424989;1,335412;3,373365;1,782571;20,567203;0;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,496323;6,2259;0;NA;NA;NA;-0,767679;-9,2218;0;Additive;1;0,071211101;0,217754384;0,131576809;0,009563673;0,684185458;1,114291424;0,390220482;0,380826612;0,450219151;42,399318;6,618689;51,615385;57,208586;8,058101;-t.At.--.At.AT.At;None;0,015795787;1,1e-08;Present;None;0,417432983;0;0,507227;1,488687;21,727698;14,398601;1,41402;--.--.--.at.At.a-;None;None;0,20067328;0,081941976;0,449754;0,9301;0;1;1,158516;2,858974;0,388072;--.--.--.--.At.--;None;None;0,151587797;0,989920026;0,466886;0,9206;0;1;5,596645;8,064103;0,645847;--.--.--.--.at.--;None;None;0,128051405;0,996982194;-0,200035268;0,184479;0,184479;0,171861;0,171861;1,052633;1,052633;3,991823939;5,831463176;23;S3X5;3;3;1,49591197;1,218518645;3;0,73258527;0,803961017;1,174615169;0,616609801;1,181201487;1,041761033;1,639348447;1,471178031;Uncertain;0,184479199139813;0,980753300114226;0,171861376614603;0,983988123817965;0;1;0;1;0,466886239182225;0,920637068293834;0,449754119913842;0,930139019047709
RF2015;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;2,010165;NA;0;1;1;0;0;0;r.LY;11,44772;2,0646;r.REG5_Lundi;-2,337159;-1,8246;r.REG5_Mardi;1,601914;1,0695;r.REG5_Mercredi;0,138542;0,094;r.REG5_Jeudi;-1,666628;-1,1278;r.REG5_Vendredi;3,171142;2,3828;AO (5-2020);17,554082;1,7626;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;10;-557,499794246;-557,499794246;21522,9133061;1134,999588493;1164,487187397;1136,691896185;5,343991782;1146,982328853;131;154;8,258774379;0;FullResiduals;-0,203109;0,37204;0,0713;2,83912;0,6966;4,337331;43,144129;19,155415;0,6357;0,539752;38,886788;17,190374;0,486909;-1,139171;4,119396;-1,829894;14,159114;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,436203;-4,61;0;NA;NA;NA;-0,614229;-6,142;0;Additive;1;0,286272453;0,603838658;0,081184516;0,024478101;0,007397899;1,003171627;0,429726329;0,167352543;0,539157559;87,473567;9,761112;49,128205;57,862304;10,747939;A-.At.At.-t.At.-T;Present;0,234374466;0;Present;ProbablyNone;0,072061444;0;0,539752;0,438446;2,960507;3,923077;0,390707;--.--.--.--.--.--;None;None;0,012363958;0,941372755;0,227172;0,9954;0;1;1,268084;3,512821;0,257298;--.--.--.--.--.--;None;None;0,000369853;0,99422653;0,298983;0,9851;0;1;2,434027;5,423077;0,297947;--.--.--.--.--.--;None;None;0,143699787;0,999927836;-0,384400845;1,235842;1,235842;1,262192;1,262192;1,065138;1,065138;2,411849154;3,920371821;13;S3X5;0,915905066;0,817895875;0,705924577;0,124338637;0,63088313;0,031851272;0,523052033;1,106635222;0,603196354;1,293170754;1,211676499;0,648712339;0,627802015;Good;1,23584150634852;0,291307774664627;1,26219211612048;0,27843222303176;0;1;0;1;0,298983131772916;0,985086789487269;0,227171668675371;0,995361665721225
RF2016;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;1;0;NA;NA;NA;0;10;10;0;0;0;r.REG1_Semaine;0,440763;5,0749;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (7-2018);-17,794187;-4,8928;AO (4-2020);-6,68218;-1,6121;AO (5-2020);-8,755633;-2,0569;AO (7-2020);-8,007073;-1,8232;AO (8-2020);-11,667358;-2,2977;AO (9-2020);-6,581796;-1,5057;AO (1-2021);-5,581005;-1,3242;AO (2-2021);-6,806188;-1,6377;AO (5-2021);-4,135269;-1,1047;AO (8-2021);-6,024338;-1,6248;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;142;14;-433,090166195;-433,090166195;3552,889438876;894,18033239;935,561911196;897,487419004;3,673391897;910,996126282;128;154;6,588464163;0;FullResiduals;-0,545494;0,174418;0,3962;3,344157;0,4025;2,077797;22,451013;29,315922;0,1361;0;20,092789;25,966644;0;-1,468953;8,339567;1,013182;6,789461;1;0;0;0;1;1;-0,824768;-16,5603;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,583026;-7,0975;0;Additive;1;0,586776721;0,312256798;0,043689159;0,016889219;0,052615598;1,012227494;0,75229799;0,509528899;0,279429283;152,471792;21,366193;83,692308;97,587644;26,235086;--.At.AT.At.a-.AT;Present;0,222308808;0;Present;ProbablyNone;0,644308938;0;0;0,890712;10,242468;11,993007;0,880669;--.--.--.At.--.a-;None;None;0,237295414;0,553562284;0,241714;0,9939;0;1;1,727717;1,858974;0,244762;--.--.--.--.--.--;None;None;0,284502584;0,971428958;0,18907;0,998;0;1;3,202373;3,935897;0,204384;--.--.--.--.--.--;None;None;0,069052369;0,997130425;-0,074503928;1,915281;1,915281;1,842663;1,842663;1,236266;1,236266;1,600968079;4,105445152;13;S3X5;1,014248809;0,461155564;0,30048404;1,367725009;0,500081192;0,042178061;0,419799018;0,889979577;0,559217279;0,842578375;0,817038194;0,594237401;0,610685718;Good;1,91528119194459;0,0820487775502427;1,84266272672439;0,0946982346202501;0;1;0;1;0,189070289327762;0,997968523468073;0,241714265906208;0,993915436656081
RF2017;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;4;3;1;0;0;r.LY;-0,137686;-1,8283;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (5-2019);-0,255705;-2,1962;AO (3-2020);-0,494292;-3,6711;AO (4-2020);-1,20664;-8,8592;AO (5-2020);-0,667152;-4,978;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;8;65,497807296;-607,375584159;2,870562444;1230,751168318;1254,341247441;1231,842077409;-3,648568791;1240,337360606;133;154;-0,648266209;0;FullResiduals;-0,001586;-0,275465;0,1818;3,068814;0,8675;1,911088;44,092208;28,19253;0,1694;0;40,548675;25,524085;0;-1,541231;6,849288;-2,784955;16,361208;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,594771;-2,8732;0,0047;NA;NA;NA;-0,88148;-7,2419;0;Multiplicative;1;0,233167333;0,104048016;0,142784118;0,011310099;1,152472706;1,643782272;0,993067536;0,866117658;0,035505903;11,098283;2,198823;26,923077;33,925937;2,581226;--.--.--.--.-t.At;None;0,164477427;0,02600388;ProbablyNone;None;0,298359243;0,000189089;0;1,063958;11,564624;12,412587;0,864887;--.--.--.--.--.--;None;None;0,027560364;0,55698958;0,339651;0,9752;0;1;1,294444;3,512821;0,344404;--.--.--.--.--.--;None;None;0,030249962;0,969542808;0,255045;0,9923;0;1;2,793194;4,807692;0,28939;--.--.--.--.--.--;None;None;0,013034959;0,999327214;-0,170011581;1,12154;1,12154;1,195584;1,195584;0,62557;0,62557;2,548411786;7,135727187;13;S3X9;3;3;0,774205893;0,174074092;3;1,254290875;1,217943515;0,756619707;0,556666212;0,817132931;0,810117057;1,586218181;1,389362485;Uncertain;1,12154017483173;0,35262964821076;1,19558398625516;0,311883310177148;0;1;0;1;0,255045008269914;0,992331208680878;0,339651067906356;0,975171771008085
RF2020;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;1;0;NA;NA;NA;0;1;0;1;0;0;r.REG1_Semaine;0,011001;4,2703;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (1-2023);-0,143548;-3,0586;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;0,014677;2,0964;142;6;97,894340959;-536,064407113;2,003753334;1084,128814226;1101,863776571;1084,751036448;-4,086304016;1091,335583037;136;154;-1,169392391;0;FullResiduals;-0,135619;-0,343045;0,0951;2,566315;0,2915;5,830763;13,951045;30,973068;0,0967;0,432065;12,550622;27,257067;0,390058;0,534165;6,576499;0,713978;4,430719;1;0;0;0;1;1;-0,299491;-3,6825;3e-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,634162;-7,0729;0;Multiplicative;1;0,017454666;0,959481389;0,030174818;0,007236769;0,026123538;1,040471181;0,896464204;0,737115049;0,720397408;194,666472;64,588937;102,897436;119,096854;47,142215;At.At.-T.At.-T.AT;Present;0,389066933;0;Present;Present;0,750941552;0;0,432065;0,762073;9,017044;7,727273;0,683722;--.--.--.--.--.--;None;None;0,565285056;0,601137746;0,450137;0,9299;0;1;1,681515;2,474359;0,473595;--.--.--.--.--.--;None;None;0,658159886;0,824113662;0,270052;0,9902;0;1;4,688759;4,487179;0,329683;--.--.--.--.--.--;None;None;0,007032116;0,70392189;-0,349279212;0,298559;0,298559;0,33889;0,33889;0,444132;0,444132;4,63833943;4,008659844;23;S3X5;0,281175902;0,309842363;1,819169715;0,621693186;3;0,003463938;0,161565224;0,375687145;0,186940593;0,358248962;0,315785742;0,71962614;0,770273574;Good;0,298559497049753;0,936754597871262;0,338890212362046;0,915342799868077;0;1;0;1;0,270052333072345;0,990223657332769;0,450137188706798;0,929933832878452
RF2030;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;7;6;1;0;0;r.REG1_Semaine;0,011037;12,1353;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (1-2015);0,162181;3,7242;AO (12-2018);0,220042;5,8969;AO (3-2020);-0,388344;-9,3955;AO (4-2020);-0,516602;-11,4627;AO (5-2020);-0,173988;-3,844;AO (6-2020);-0,045749;-1,1069;AO (11-2023);-0,182746;-4,4784;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;11;224,761534782;-413,895240551;0,324969723;849,790481101;882,226839895;851,836992729;-5,721807272;862,971495497;130;154;-2,80203341;0;FullResiduals;0,609803;0,360478;0,0806;3,153697;0,7095;3,179054;22,99212;19,295298;0,627;0,232068;20,500492;17,52488;0,189873;-1,340201;8,76238;0,428178;3,766234;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,321795;-3,347;0,0011;NA;NA;NA;-0,646309;-9,0323;0;Multiplicative;1;0,088675722;0,751758955;0,007335524;0,027447168;0,210225019;1,085442388;0,844229965;0,206579689;0,87969541;249,620905;163,068085;124,692308;142,078595;217,376488;At.At.AT.At.At.AT;Present;0,04702935;0;Present;Present;0,09478977;0;0,232068;1,048111;11,40312;12,342657;1,012402;--.a-.--.a-.--.--;None;None;0,794191471;0,392691448;0,402827;0,9527;0;1;1,712078;0,5;0,40583;--.--.--.--.--.--;None;None;0,540005262;0,761351945;0,347066;0,973;0;1;5,643144;2,692308;0,383326;--.--.--.--.--.--;None;None;0,507113099;0,954602648;-0,248200743;1,115541;1,115541;0,63386;0,63386;0,474393;0,474393;2,031931107;4,104744204;13;S3X5;0,097686706;0,092881185;0,515965553;0,248677274;0,574181536;0,041897682;0,143840047;0,287097788;0,197550601;0,304011362;0,263585426;0,241346543;0,259696194;Good;1,11554125817267;0,356096835185572;0,633860433325041;0,702969620164079;0;1;0;1;0,347066339805145;0,972995363598213;0,402826732122584;0,952721811566709
RF2041;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;9,891123;NA;0;4;4;0;0;0;r.REG6_Lundi;0,97726;1,8499;r.REG6_Mardi;0,052218;0,0833;r.REG6_Mercredi;1,963571;3,148;r.REG6_Jeudi;-0,257145;-0,4041;r.REG6_Vendredi;1,080688;1,6944;r.REG6_Samedi;-2,918766;-4,7776;AO (3-2020);-3,331904;-0,7692;AO (4-2020);6,768412;1,5121;AO (5-2020);5,222138;1,1337;AO (6-2020);6,447559;1,4772;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;-420,279494172;-420,279494172;2880,13111984;866,558988345;904,892866919;869,425130077;3,438002264;882,136550812;128;154;6,417679907;0;FullResiduals;-0,189423;-0,006124;0,9763;3,252477;0,5406;1,243643;34,227012;18,079823;0,7012;1,593533;30,16486;16,637625;1,3038;0,26804;4,194446;-0,563651;5,7144;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,497201;-5,8541;0;NA;NA;NA;-0,843557;-8,825;0;Additive;1;0,604319197;0,28520239;0,034176911;0,057491617;0,009269437;0,990459552;0,821421355;0,271343213;0,928923557;140,185794;23,745402;95,179487;111,872578;30,489309;a-.At.AT.At.At.--;Present;0,241004378;0;Present;ProbablyNone;0,38001131;0;1,593533;1,02612;11,162553;15,797203;1,168343;--.A-.--.--.--.--;None;None;0,015947248;0,393842907;0,188835;0,998;0,066083;0,9675;0,889159;1,487179;0,209864;--.--.--.--.--.--;None;None;0,105940259;0,997281686;0,224432;0,9956;0;1;1,837542;1,333333;0,247495;--.--.--.--.--.--;None;None;0,000355271;0,999266063;-0,433442881;0,509002;0,509002;0,58496;0,58496;0,557797;0,557797;2,793973786;4,788330872;13;S3X5;0,925343125;0,344966755;0,896986893;0,049735455;0,904635711;0,315332349;0,411779336;0,749710104;0,475837472;0,741367875;0,714343307;0,573338402;0,601564112;Good;0,509002291238694;0,800815877964169;0,584959588430205;0,741914700705849;0;1;0,066082871529631;0,96749846971941;0,22443245085044;0,995603447462234;0,18883480393604;0,99798009352366
RF2042;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;1;0;NA;2;0;NA;100,229261;NA;0;11;8;2;1;0;r.LY;3,966537;2,2959;r.REG1_Semaine;1,076287;13,9243;;NA;NA;;NA;NA;;NA;NA;;NA;NA;TC (9-2019);14,689197;4,9533;AO (3-2020);-31,459082;-9,8239;AO (4-2020);-52,549003;-15,8483;AO (5-2020);-18,1073;-5,346;AO (6-2020);-12,68413;-3,7655;AO (7-2020);-15,014371;-4,5186;AO (8-2020);-4,91494;-1,5247;AO (10-2020);6,345962;2,0681;AO (1-2021);5,972931;1,9472;LS (6-2021);11,119679;4,087;LS (8-2022);16,585575;6,0354;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;-0,09096;-2,1503;141;17;-374,846580291;-374,846580291;1561,633597442;783,693160582;833,822078718;788,668770338;2,966289246;804,063819194;124;154;5,913631764;0;FullResiduals;0,183152;0,498582;0,0157;3,14146;0,7317;6,577481;31,531933;26,42786;0,2338;1,270575;27,947674;23,831664;1,146183;2,479372;10,062949;-0,375576;49,1789;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,600417;-8,8513;0;NA;NA;NA;-0,753;-7,0931;0;Additive;1;0,397491809;0,371787506;0,010411262;0,066352141;1,22773646;2,073779178;0,905986663;0,54893449;0,252456938;228,397112;102,933744;115,653846;133,332086;109,399644;AT.a-.AT.At.At.AT;Present;0,79266246;0;Present;Present;0,557950724;0;1,270575;0,461611;6,385294;7,41958;0,425085;--.--.--.--.--.--;None;None;0,807734038;0,910951634;0,479158;0,9134;0,796134;0,6716;1,910293;1,74359;0,444209;--.--.--.--.--.--;None;None;0,679714037;0,903949385;0,249098;0,9931;1,34191;0,5112;3,14179;3,474359;0,25811;--.--.--.--.--.--;None;None;0,766336311;0,944899573;-0,439565404;1,497565;1,497565;1,368688;1,368688;1,040755;1,040755;2,426376087;4,817795175;13;S3X5;0,282699591;3;0,713188044;0,273545002;0,814996335;0,32711807;0,190550191;0,307893412;0,180785386;0,425000442;0,406645471;0,675606154;0,388321522;Good;1,49756495449736;0,182892757588616;1,36868786718801;0,231015788871953;1,3419098214247;0,511220175011646;0,796133905136068;0,671617059669785;0,249098160460023;0,993069995340336;0,479158293129452;0,913425993476607
RF2051;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;7;0;NA;1,889817;NA;0;4;3;1;0;0;r.REG6_Lundi;-2,309323;-1,203;r.REG6_Mardi;1,57349;0,7142;r.REG6_Mercredi;0,942854;0,4317;r.REG6_Jeudi;4,148449;1,8077;r.REG6_Vendredi;-3,439758;-1,4841;r.REG6_Samedi;2,998149;1,3662;AO (12-2015);-59,460641;-4,0027;AO (4-2020);-55,832822;-3,8519;AO (5-2020);-45,35181;-3,0524;LS (1-2023);51,725629;5,7781;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;14;-585,572009991;-585,572009991;29678,583691028;1199,144019981;1240,426658446;1202,477353315;5,805689729;1215,919856485;127;154;8,797352188;0;FullResiduals;1,32019;0,220774;0,2845;3,510197;0,2162;3,243537;13,681703;13,563946;0,9162;0;12,109889;11,687355;0;1,474221;11,095654;0,254165;7,731365;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,814262;-15,7483;0;NA;NA;NA;-0,854504;-8,3715;0;Additive;1;0,065212346;0,336070654;0,097483874;0,018631105;0,625749247;1,143147227;0,416274405;0,032121772;0,711524721;91,438762;14,942854;69,641026;76,212826;19,058903;A-.AT.AT.At.At.--;Present;0,126177351;0;Present;ProbablyNone;0,116784569;0;0;0,91344;10,574677;15,223776;1,160173;A-.--.--.--.--.--;None;None;0,576855093;0,557642598;0,339189;0,9753;0;1;1,269991;1,512821;0,291869;--.--.--.--.--.--;None;None;0,028848099;0,978894549;0,177851;0,9985;0;1;2,157963;1,730769;0,191434;--.--.--.--.--.--;None;None;0,058713531;0,975433425;-0,547958372;1,253242;1,253242;1,437329;1,437329;0,997212;0,997212;5,800369358;5,836457338;23;S3X5;1,814812501;2,604774296;2,400184679;0,497354549;3;0,734582935;0,498722424;0,701728159;0,375245269;0,822669832;0,716256382;1,377986773;1,226361349;Uncertain;1,25324176350709;0,282753516329621;1,43732866788545;0,204188913389279;0;1;0;1;0,177851450321957;0,998467599224251;0,339189426303043;0,975303375061675
