;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF2229;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;7;0;NA;64,043569;NA;0;13;11;1;1;0;r.LY;3,035278;3,0173;r.REG6_Lundi;-0,229382;-1,031;r.REG6_Mardi;1,972526;7,9833;r.REG6_Mercredi;0,213138;0,8782;r.REG6_Jeudi;2,067325;8,5017;r.REG6_Vendredi;0,87887;3,9665;AO (12-2016);-5,758645;-3,5242;LS (1-2018);-10,900164;-8,6768;AO (3-2020);-24,754821;-12,4708;AO (4-2020);-44,738487;-22,3971;AO (5-2020);-26,96901;-13,4129;AO (6-2020);-18,533145;-9,0024;AO (7-2020);-11,204771;-5,1497;AO (8-2020);-4,193807;-2,0281;AO (9-2020);-9,873671;-4,9337;AO (10-2020);-7,169515;-3,6013;AO (11-2020);-6,199514;-3,1689;AO (5-2021);-2,973518;-1,646;TC (9-2023);-9,94177;-7,0639;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;25;-318,260423219;-318,260423219;726,809865272;686,520846437;760,239843697;697,825194263;2,482247129;716,477697337;116;154;5,391771941;0;FullResiduals;0,639072;-0,367847;0,0746;3,56714;0,1692;4,301203;9,997052;8,784127;0,9853;0,393469;8,989631;7,88013;0,339845;-0,33505;1,446766;-0,633005;11,757183;1;1;2;1;1;0;-0,507203;-4,5407;0;NA;NA;NA;NA;NA;NA;0,475322;5,2762;0;-1,451953;-19,1347;0;0,800158;11,3647;0;NA;NA;NA;Additive;1;0,098729209;0,753076319;0,003304719;0,043784017;0,299579523;1,198473788;0,60150244;0,767668373;0,007545389;264,529559;312,646099;123,423077;141,430057;470,626479;At.At.AT.At.At.AT;Present;0,031905937;0;Present;Present;0,072182182;0;0,393469;0,746739;12,396804;15,125874;0,831924;A-.--.a-.--.--.--;None;None;0,908714194;0,688529436;0,470484;0,9186;0;1;1,259792;1,474359;0,467513;A-.A-.--.--.--.--;None;None;0,108209495;0,877155094;0,444817;0,9328;0;1;2,717263;3,384615;0,44472;--.--.--.--.--.--;None;None;0,637621732;0,867440033;-0,519914179;0,227111;0,227111;0,196526;0,196526;0,400403;0,400403;2,473947195;3,147561542;13;S3X5;0,062474017;0,047181927;0,736973597;0,124338637;0,673227424;0,340975383;0,104797893;0,223018359;0,149595318;0,234204833;0,209528858;0,265930345;0,292966666;Good;0,227111329126415;0,967371621589967;0,196525593270034;0,977355153422344;0;1;0;1;0,444817141924797;0,932753468625051;0,470484424952419;0,918557463433919
RF2311;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;0;0;NA;NA;NA;0;11;8;2;1;0;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (7-2013);-0,186495;-3,2605;TC (1-2018);-0,166317;-2,9554;AO (8-2019);-0,379444;-7,2818;AO (12-2019);-0,304298;-5,7914;AO (3-2020);-0,190895;-3,3859;AO (4-2020);-0,776746;-12,9956;AO (5-2020);-0,482358;-8,0462;AO (6-2020);-0,075168;-1,32;AO (8-2020);-0,398175;-7,5057;AO (12-2020);-0,2595;-4,9334;LS (11-2022);-0,141889;-2,4782;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;14;185,945909293;-450,826665056;0,557323784;929,653330112;970,935968577;932,986663445;-5,077100156;946,429166616;127;154;-2,146164398;0;FullResiduals;-0,286311;0,089467;0,6645;3,338703;0,4117;1,827636;18,248621;28,172241;0,17;0,014852;16,453778;26,194411;0,013398;-0,13402;25,410991;-0,23887;2,578951;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,424307;-4,4372;0;NA;NA;NA;-0,696794;-7,2655;0;Multiplicative;1;0,555913648;0,052391184;0,018902436;0;0,602060314;1,229267582;0,615258393;0,651959282;0,019892821;72,981848;8,206532;55,179487;61,274105;8,958618;-t.--.a-.at.A-.At;None;0,000532907;1,643e-06;None;None;0,007055434;4e-09;0,014852;0,5518;6,547956;9,657343;0,527038;--.--.at.--.A-.--;None;None;0,004178262;0,862747671;0,228987;0,9952;0;1;1,24451;2,282051;0,224175;-t.--.--.--.a-.--;None;None;0,494585529;0,984782484;0,303242;0,9842;0;1;3,122531;5,615385;0,318704;--.--.--.--.a-.--;None;None;0,000260448;0,99556546;-0,290981541;1,128439;1,128439;1,102662;1,102662;0,915649;0,915649;2,363060224;4,285681103;13;S3X5;1,953302667;0,475007556;0,681530112;0,696296368;0,814649721;0,114272441;1,035546732;1,392718491;0,695511128;1,462354997;1,318524334;0,91628619;0,970826246;Good;1,12843944753649;0,348672893495552;1,10266218779475;0,363624681183137;0;1;0;1;0,303241668804062;0,984202114356204;0,228987468334552;0,995196209624796
RF2312;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;7;0;NA;36,368159;NA;0;7;5;1;1;0;r.REG6_Lundi;1,264365;3,1987;r.REG6_Mardi;1,72886;3,7421;r.REG6_Mercredi;0,48223;1,0518;r.REG6_Jeudi;1,906762;4,1029;r.REG6_Vendredi;-0,313245;-0,6643;r.REG6_Samedi;-1,541409;-3,3645;AO (6-2017);-11,896365;-3,8738;AO (3-2020);-45,370049;-14,117;AO (4-2020);-74,171285;-22,4772;AO (5-2020);-32,701735;-9,6069;AO (6-2020);-13,452978;-4,1884;TC (9-2022);15,285176;4,8691;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;16;-379,957993521;-379,957993521;1721,978365244;791,915987043;839,096145289;796,303083817;3,028933049;811,088371619;125;154;5,951036491;0;FullResiduals;0,099022;-0,026677;0,8971;3,256978;0,5334;1,275921;19,547776;22,019365;0,4587;1,09741;17,254969;19,455056;0,920273;-0,73711;26,689688;-0,224739;8,446856;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,524626;-7,9699;0;NA;NA;NA;-0,650605;-6,4248;0;Additive;1;0,071873276;0,890262343;0,003164209;0,028253683;0,150878892;1,144432403;0,423794647;0,068961103;0,049262578;271,795301;369,830465;124,051282;141,065461;793,362186;At.AT.AT.At.AT.AT;Present;0,400923548;0;Present;Present;0,282808315;0;1,09741;1,114187;11,212716;8,664336;0,955831;--.--.--.--.--.A-;None;None;0,889694636;0,300171862;0,380627;0,9616;0;1;1,194941;2,25641;0,380839;--.--.--.--.--.A-;None;None;0,240108651;0,958478075;0,334974;0,9765;1e-06;1;2,660855;2,75641;0,360628;--.--.--.--.--.A-;None;None;0,737659277;0,988771377;-0,446220937;0,685243;0,685243;0,536426;0,536426;0,836581;0,836581;2,198841052;4,554053713;13;S3X5;0,055667502;0,03726452;0,599420526;0,397883639;0,669114146;0,221621485;0,081048632;0,143581035;0,082435613;0,197734474;0,19467411;0,243309558;0,268775799;Good;0,685242536383495;0,661821219026875;0,536425623565508;0,779873571850469;1,47104796156064e-06;0,99999926447629;0;1;0,334973687978077;0,976484291990448;0,380627398663359;0,961635254154531
RF2313;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;2;0;NA;8,209446;NA;0;6;6;0;0;0;r.LY;6,51523;3,9192;r.REG1_Semaine;-0,076879;-1,2021;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-12,093225;-3,1736;AO (4-2020);-28,023569;-5,8411;AO (5-2020);-20,275092;-3,8935;AO (6-2020);-10,286188;-1,9863;AO (7-2020);-4,023847;-0,8534;AO (8-2020);-1,850206;-0,5065;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;10;-400,004699512;-400,004699512;2182,955371332;820,009399024;849,496997927;821,701706716;3,055553313;831,992139384;131;154;6,024801404;0;FullResiduals;-0,148813;0,302879;0,142;3,388476;0,3464;2,992532;35,337415;30,276073;0,1416;0,098568;32,14164;27,721687;0,081169;-0,73711;4,405677;-0,21004;4,139189;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,824466;-7,8277;0;Additive;1;0,718104009;0,20343128;0,045728936;0,017279268;0,194818588;1,179362082;0,647643275;0,098764875;0,002373242;82,295983;13,658394;72,628205;86,194387;15,889704;--.A-.--.At.At.AT;None;8,358e-06;2,34e-07;Present;None;0,003460342;0;0,098568;1,160212;12,905295;17,293706;1,055436;--.At.--.--.--.A-;None;None;0,195211185;0,305545078;1,375776;0,1916;0;1;4,511872;5,038462;1,235839;--.--.--.a-.--.--;None;None;0,037568316;0,383043948;1,364567;0,1971;0;1;12,466569;10,576923;1,453118;--.--.--.A-.--.--;None;None;9,199e-06;0,996157866;-0,084082145;0,915492;0,915492;1,036087;1,036087;0,567222;0,567222;1,737140309;3,860776557;13;S3X5;1,214305224;0,567933332;0,368570155;0,920105915;0,562430495;0,055689377;0,817403281;1,349414;0,513326986;1,70247743;1,59242398;0,771125486;0,796239123;Good;0,915492402190843;0,4856424088541;1,03608701009859;0,404359323994609;0;1;0;1;1,36456703251468;0,197101897695563;1,37577649396124;0,191602881178701
RF2314;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;0;0;NA;NA;NA;0;9;7;1;1;0;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;TC (4-2012);-0,377965;-6,3057;AO (8-2012);-0,1207;-1,9196;AO (7-2015);-0,213655;-3,9207;AO (8-2019);-0,391289;-6,9587;AO (3-2020);-0,240283;-4,3266;AO (4-2020);-0,424604;-7,5951;AO (5-2020);-0,277614;-4,9879;AO (8-2020);-0,317714;-5,6175;LS (4-2023);-0,19767;-4,5316;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;12;182,472317093;-440,229649494;0,602348263;904,459298988;939,844417672;906,896798988;-5,069605916;918,838587419;129;154;-2,167088762;0;FullResiduals;0,073036;-0,216707;0,2935;3,924146;0,0251;6,72693;18,855628;22,385547;0,4371;0,01541;17,321858;20,269315;0,013901;-2,948442;40,93748;-0,760097;6,623432;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,703351;-9,6818;0;NA;NA;NA;-0,500996;-5,5966;0;Multiplicative;1;0,187540352;0,308060765;0,03740203;0;0,61135304;1,144356188;0,650285049;0,168954727;0,090851446;138,583711;14,006942;76,089744;90,526921;17,182503;at.at.At.-t.a-.At;Present;0,023332554;0;Present;ProbablyNone;0,003933052;0;0,01541;0,735573;5,450082;6,440559;0,685368;--.a-.--.--.--.--;None;None;0,000645836;0,809621448;0,368308;0,9661;0,074979;0,9632;1,327444;3,358974;0,371939;--.a-.--.--.--.--;None;None;0,155419582;0,97257936;0,374695;0,9638;0,009854;0,9951;2,948512;2,974359;0,386434;--.--.--.--.--.--;None;None;0,001954178;0,979996378;-0,339582186;0,673962;0,673962;0,659443;0,659443;0,677655;0,677655;3,093394416;3,648040916;13;S3X5;1,057153524;0,962365185;1,046697208;0,397883639;1,491718655;0,140783634;0,585724781;0,822478899;0,620728486;1,207055058;1,188500423;0,828520547;0,811977951;Good;0,673961902366516;0,670849851694401;0,659442919031651;0,682480361590551;0,00985443884099159;0,995084899412893;0,0749787078740435;0,963204672003837;0,374694887474107;0,963826687592816;0,368308014892462;0,966097095430713
RF2319;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;5;5;0;0;0;r.REG1_Semaine;0,00889;4,9342;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (8-2012);-0,424132;-5,3907;AO (8-2013);-0,359401;-4,6703;AO (3-2020);-0,090553;-1,1482;AO (4-2020);-0,13123;-1,6017;AO (5-2020);-0,203689;-2,5675;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;9;135,62913286;-530,615284485;1,10537679;1079,230568969;1105,769407983;1080,604614771;-4,567792924;1090,015035293;132;154;-1,607939196;0;FullResiduals;-0,736642;0,089677;0,6638;3,501676;0,224;2,962556;12,187396;30,484488;0,1072;1,890986;10,803527;29,164746;1,547728;-0,53608;1,473511;-0,586496;3,487962;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,419383;-4,2006;0;NA;NA;NA;-0,796863;-8,0695;0;Multiplicative;1;0,332785092;0,519421051;0,037828079;0,036101411;0,131500044;1,057635676;0,198379193;0,288965542;0,030212264;145,619442;28,224758;88;103,233606;33,62306;a-.at.AT.at.a-.AT;Present;0,672628872;0;Present;ProbablyNone;0,088739928;0;1,890986;1,253246;12,661477;13,167832;1,002683;--.--.-t.--.a-.--;None;None;0,024137111;0,284805765;0,62621;0,8038;0,632799;0,7288;1,341558;2,833333;0,614713;--.--.--.--.--.--;None;None;0,198909597;0,933991481;0,505793;0,8966;0,559562;0,7559;5,895131;4,153846;0,510923;--.--.--.--.--.--;None;None;0,003862764;0,968613296;-0,328187905;0,39835;0,39835;0,464895;0,464895;0,205589;0,205589;2,201826031;3,938532614;13;S3X5;0,582294785;0,435556483;0,600913016;0,174074092;0,882646149;0,024586955;0,45006174;0,761818436;0,342149726;0,776381914;0,665051702;0,495653922;0,503081695;Good;0,398349511312975;0,879158376788859;0,464895146941673;0,833415619987121;0,559561791972629;0,755949354849574;0,632798593555399;0,728768397190546;0,505792664927896;0,89664511021612;0,626210378729296;0,803833004107101
RF2320;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;0;0;NA;NA;NA;0;4;3;0;1;0;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;TC (12-2017);0,197796;2,0992;AO (3-2020);-0,11482;-1,156;AO (4-2020);-0,130127;-1,2291;AO (5-2020);-0,078599;-0,7914;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;-0,017825;-2,9467;142;10;119,179461075;-528,708967077;1,252723121;1077,417934154;1106,97620473;1079,097323467;-4,416405664;1089,429215506;132;154;-1,329582053;0;FullResiduals;-0,470983;-0,008537;0,9669;2,692239;0,4541;0,173195;29,972315;13,261144;0,8659;3,621494;26,736151;12,161158;3,269404;-0,467394;11,992673;-1,989618;60,137206;1;0;2;0;1;1;-0,908371;-12,9822;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,490579;-4,3301;0;-0,212184;-2,1264;0,0353;-0,999999;-5,0356;0;Multiplicative;1;0,087975027;0,789121333;0,087326177;0;0,015400432;0,979822969;0,596759612;0,647886814;0,85952789;221,482885;58,121529;87,051282;103,041436;88,281544;At.At.AT.AT.At.AT;Present;0,926251467;0;Present;ProbablyNone;0,790611574;0;3,621494;0,495707;6,409897;3,923077;0,393496;--.A-.--.--.--.--;None;None;0,125624198;0,874928395;0,337538;0,9758;7e-05;1;0,941945;2,923077;0,328878;--.--.--.--.--.--;None;None;0,332753074;0,994521832;0,396737;0,9553;0,489481;0,7829;2,888647;2,717949;0,489158;--.a-.--.--.--.--;None;None;0,023699342;0,995502456;-0,338004839;2,42206;2,42206;2,404443;2,404443;2,222339;2,222339;3,811602646;5,957276301;23;S3X9;1,739118965;0,886920736;1,405801323;0,696296368;3;0,782910521;0,276807127;0,266566227;0,111041027;0,296226788;0,282682594;0,996856872;1,012164436;Uncertain;2,4220603606442;0,0291792320937122;2,40444254482401;0,0302708940167092;0,489481476965344;0,782907489715689;7,02652341099911e-05;0,999964868000088;0,396737121025306;0,955279549329491;0,337538189487195;0,975770401896721
RF2331;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;4;3;0;0;1;r.REG1_Semaine;0,007589;3,7594;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;SO (8-2018);-0,973005;-13,3307;AO (3-2020);-0,486585;-5,6535;AO (4-2020);-1,017687;-11,6837;AO (5-2020);-0,382394;-4,3974;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;9;115,756287191;-537,988873063;1,525178375;1093,977746125;1120,516585139;1095,351791927;-4,245867817;1104,762212449;132;154;-1,326054861;0;FullResiduals;-0,509663;0,017544;0,9322;3,432416;0,2946;2,404343;21,608745;21,587826;0,4236;0;19,524053;19,832222;0;0,26804;4,339863;-0,884771;15,384813;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,399995;2,9133;0,0042;-0,656858;-8,079;0;NA;NA;NA;-0,305233;-1,9323;0,0555;Multiplicative;1;0,060498387;0,35018315;0,01487197;0,003547242;0,369994053;0,799094802;0,965273409;0,11688447;0,632177772;220,766268;56,796301;116,884615;132,166592;78,512224;At.At.AT.At.At.AT;Present;0,621861856;0;Present;Present;0,473394125;0;0;0,641642;7,699449;8,286713;0,657282;a-.--.--.--.--.--;None;None;0,429490186;0,742618348;0,413968;0,9478;0,868276;0,6478;3,399294;2,961538;0,393115;-t.--.--.--.--.--;None;None;0,238172021;0,871808508;0,317138;0,9811;0,641607;0,7256;2,791983;3,692308;0,285691;--.--.--.--.--.--;None;None;0,229561173;0,864586383;-0,42756715;0,208878;0,208878;0,214898;0,214898;0,09087;0,09087;3,25172836;4,004976008;13;S3X5;0,35188249;0,236060787;1,12586418;0,19894182;1,105401903;0,001990403;0,261069594;0,545030071;0,44036243;0,645802943;0,63009834;0,478456002;0,508414961;Good;0,20887827959971;0,973556415807868;0,214897570073989;0,97159047829007;0,641606893608747;0,725565849261919;0,86827608427791;0,647822822464653;0,317137619801048;0,981071480500147;0,413968473639603;0,947820470206899
RF2332;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;0;0;NA;NA;NA;0;4;3;1;0;0;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-40,569372;-7,9706;AO (4-2020);-72,035529;-14,0644;AO (5-2020);-11,617647;-2,2825;LS (11-2023);-30,769397;-6,5844;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;7;-461,666259345;-461,666259345;5648,742742089;937,332518689;957,973837922;938,174623953;3,901013913;945,720436941;134;154;6,794140694;0;FullResiduals;1,319399;-0,025865;0,9002;3,301687;0,4646;1,534535;12,829933;33,718132;0,0525;0,005185;11,32859;29,006488;0,004644;0,871131;6,131936;-0,42201;9,596379;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,691504;-9,4763;0;NA;NA;NA;-0,407686;-4,4671;0;Additive;1;0,045570231;0,795264791;0,01330933;0;0,346332526;1,200476878;0,166417293;0,64049435;0,043528013;255,448506;97,064107;114,551282;132,010003;113,893603;At.At.AT.At.At.AT;Present;8,8469e-05;0;Present;ProbablyNone;6,1013e-05;0;0,005185;0,613061;6,765236;6,412587;0,620096;--.--.A-.--.--.a-;None;None;0,338541479;0,805313681;0,356498;0,9701;0;1;1,319787;1,910256;0,356113;--.--.--.--.--.--;None;None;0,682243519;0,949924589;0,258948;0,9918;0;1;2,347535;3,012821;0,340946;--.--.--.--.--.--;None;None;0,492170088;0,97253731;-0,428500122;2,568858;2,568858;2,592773;2,592773;2,648532;2,648532;4,531079503;3,240460673;23;S3X5;0,177646819;0,203610107;1,765539752;0,422751366;3;0,303815731;0,246218449;0,425033249;0,25501148;0,620597002;0,586347654;0,751117689;0,818787166;Good;2,56885803520715;0,021449564602344;2,5927734427308;0,0203951617373652;0;1;0;1;0,258947637267804;0,991817294765743;0,3564982317246;0,970055059922506
RF2341;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;1;0;NA;NA;NA;0;13;5;4;4;0;r.LY;12,536751;2,4009;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (8-2013);-30,964057;-3,0072;LS (9-2013);54,868123;5,2117;TC (1-2014);25,942724;3,2008;AO (8-2014);-37,636336;-3,8661;TC (7-2016);-36,875077;-4,8792;AO (8-2017);30,175355;3,1044;AO (1-2018);36,209697;3,9675;AO (2-2018);28,988257;3,1484;AO (8-2018);44,052987;4,5946;LS (2-2020);-29,456972;-5,2594;TC (10-2020);-19,669302;-2,4291;LS (3-2021);13,85415;2,4106;TC (11-2023);64,52459;7,0165;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;17;-534,854215045;-534,854215045;15852,75636479;1103,708430091;1153,837348227;1108,684039847;5,283900183;1124,079088703;124;154;8,183243604;0;FullResiduals;2,062315;-0,455103;0,0274;3,911226;0,0272;6,746707;32,845723;16,122164;0,8098;0;28,650592;14,460251;0;0,6701;2,605629;-0,055283;9,873655;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,843207;-19,3714;0;NA;NA;NA;-0,422884;-4,5357;0;Additive;1;0,334990119;0,662880811;0,030103176;0,003548231;0,321842849;1,353365187;0,063174386;0,287963887;0,026761726;217,157316;45,845164;106,448718;118,378357;62,3038;At.At.AT.At.At.AT;Present;0,002445295;0;Present;ProbablyNone;0,00157129;0;0;1,123437;10,86326;10,300699;0,995038;--.--.-t.--.--.--;None;None;0,108380608;0,363925509;0,405337;0,9516;0;1;1,016361;2,25641;0,365164;a-.--.--.--.--.--;None;None;0,055744588;0,987100257;0,266633;0,9907;0;1;1,762215;1,935897;0,270459;--.--.--.--.--.--;None;None;0,032502413;0,997171654;-0,558432807;2,456215;2,456215;2,572628;2,572628;1,628458;1,628458;4,538037409;3,455326002;23;S3X5;0,549585367;0,443896758;1,769018705;0,646560913;1,438218927;0,217869599;0,329660461;0,587253504;0,450468176;0,599599649;0,590360024;0,691982753;0,722645067;Uncertain;2,45621465183806;0,0271702339632859;2,57262829690575;0,021279889481716;0;1;0;1;0,266633392924882;0,990735466015699;0,405337257001054;0,951642447650696
