;start;end;n;arima;mean;p;d;q;bp;bd;bq;m7;q;q-m2;mean;;mse;;nout;kurtosis;;;skewness;;;lb2;;;seas-sa-qs;;seas-sa-qs;seas-sa-f;;seas-i-qs;;seas-i-qs;seas-i-f;;td-sa-last;;td-i-last;;lb;;;dh;;;doornikhansen;;
RF2222;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,116728636;0,330198946;0,362085761;;;;;12;2,853096;0,7314;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,189863;0,375;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;43,852847;0,0037;Chi2 with 22.0 degrees of freedom ;0;1;0;0,514312;0,8909;0;1;0;0,363383;0,9678;0,391661;0,8834;0,373672;0,8947;17,348422;0,7438;Chi2 with 22.0 degrees of freedom ;;;;0,882;0,6434;Chi2 with 2.0 degrees of freedom 
RF2223;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,1102714;0,311920355;0,34985873;;;;;3;2,989261;0,98;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,066131;0,7573;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;34,826466;0,0404;Chi2 with 22.0 degrees of freedom ;0,139327;0,9327;0,139327;0,455703;0,9269;0;1;0;0,423147;0,9435;0,34527;0,9116;0,344476;0,9121;26,380891;0,2357;Chi2 with 22.0 degrees of freedom ;;;;0,283794;0,8677;Chi2 with 2.0 degrees of freedom 
RF2229;2012-01-01;2023-12-01;144;;;1;1;2;1;1;0;0,100834693;0,251765252;0,277849568;;;;;13;4,244291;0,0036;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,524949;0,0142;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;7,807598;0,9931;Chi2 with 20.0 degrees of freedom ;0;1;0;0,670419;0,7643;0;1;0;0,590591;0,8338;0,427798;0,8594;0,348021;0,91;9,031262;0,9825;Chi2 with 20.0 degrees of freedom ;;;;8,7669;0,0125;Chi2 with 2.0 degrees of freedom 
RF2311;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;1,372338157;1,279100348;1,32288956;;;;;11;5,770783;0;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,479059;0,0252;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,836576;0,411;Chi2 with 22.0 degrees of freedom ;0;1;0;0,280418;0,9885;0;1;0;0,325583;0,979;1,011104;0,4208;1,054873;0,3929;13,539089;0,917;Chi2 with 22.0 degrees of freedom ;;;;26,479767;0;Chi2 with 2.0 degrees of freedom 
RF2312;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,066503835;0,233323619;0,2573769;;;;;7;2,943623;0,8952;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,015237;0,9432;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;13,533447;0,9172;Chi2 with 22.0 degrees of freedom ;0;1;0;0,502871;0,8985;0;1;0;0,704611;0,7324;0,960688;0,4544;0,889514;0,5045;16,694321;0,78;Chi2 with 22.0 degrees of freedom ;;;;0,114513;0,9444;Chi2 with 2.0 degrees of freedom 
RF2313;2012-01-01;2023-12-01;144;;;0;1;0;0;1;1;0,740547679;0,740267141;0,736548671;;;;;6;3,393702;0,3577;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,159385;0,4564;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,030881;0,5792;Chi2 with 23.0 degrees of freedom ;0;1;0;0,71298;0,7244;0;1;0;0,60577;0,8212;1,165257;0,3286;1,465734;0,1945;36,317472;0,0383;Chi2 with 23.0 degrees of freedom ;;;;2,259829;0,3231;Chi2 with 2.0 degrees of freedom 
RF2314;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,661198498;0,801504213;0,808765808;;;;;9;4,078272;0,0118;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,179287;0,4022;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,976482;0,7074;Chi2 with 22.0 degrees of freedom ;0,489574;0,7829;0,489574;0,314045;0,9818;1,253926;0,5342;1,253926;0,315937;0,9813;0,249861;0,9586;0,228934;0,9667;23,424516;0,3781;Chi2 with 22.0 degrees of freedom ;;;;8,130465;0,0172;Chi2 with 2.0 degrees of freedom 
RF2319;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,464484551;0,513121105;0,515734435;;;;;5;3,856288;0,0454;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,117013;0,5845;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;28,268044;0,167;Chi2 with 22.0 degrees of freedom ;0;1;0;0,733697;0,7045;0;1;0;0,652487;0,7806;0,724146;0,6309;0,809767;0,564;14,493466;0,883;Chi2 with 22.0 degrees of freedom ;;;;5,956473;0,0509;Chi2 with 2.0 degrees of freedom 
RF2320;2012-01-01;2023-12-01;144;;;1;0;2;0;1;1;0,302680808;0,726173758;0,739114095;;;;;4;2,666028;0,4335;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,056209;0,7921;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;11,184363;0,9413;Chi2 with 20.0 degrees of freedom ;0;1;0;0,382707;0,9608;0;1;0;0,276578;0,9892;2,161089;0,0505;2,536238;0,0233;25,623389;0,1786;Chi2 with 20.0 degrees of freedom ;;;;0,29885;0,8612;Chi2 with 2.0 degrees of freedom 
RF2331;2012-01-01;2023-12-01;144;;;0;1;1;1;1;1;0,272756544;0,507543735;0,539266676;;;;;4;3,196811;0,6457;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,035862;0,8669;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,495129;0,4291;Chi2 with 21.0 degrees of freedom ;0;1;0;0,23991;0,9941;0;1;0;0,362516;0,9681;0,194281;0,978;0,168254;0,9848;18,855801;0,5944;Chi2 with 21.0 degrees of freedom ;;;;0,969459;0,6159;Chi2 with 2.0 degrees of freedom 
RF2332;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,241024048;0,722180983;0,786896444;;;;;4;3,382218;0,3719;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,121884;0,569;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;34,934427;0,0394;Chi2 with 22.0 degrees of freedom ;0,002415;0,9988;0,002415;0,31202;0,9823;0;1;0;0,507902;0,8952;3,356993;0,0041;3,477234;0,0031;11,570371;0,9656;Chi2 with 22.0 degrees of freedom ;;;;2,112858;0,3477;Chi2 with 2.0 degrees of freedom 
RF2341;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,286282412;0,616495691;0,645277284;;;;;12;3,020234;0,9623;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,182085;0,3949;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;23,405953;0,3791;Chi2 with 22.0 degrees of freedom ;0;1;0;0,107774;0,9999;0;1;0;0,217636;0,9962;2,909237;0,0106;3,011217;0,0085;33,315338;0,0576;Chi2 with 22.0 degrees of freedom ;;;;0,88495;0,6424;Chi2 with 2.0 degrees of freedom 
RF2342;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,207719947;0,404447027;0,423371678;;;;;7;3,224638;0,5997;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,069398;0,7457;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;29,133149;0,1411;Chi2 with 22.0 degrees of freedom ;0;1;0;0,53965;0,8732;0;1;0;0,403812;0,9523;0,331045;0,9196;0,43339;0,8556;28,649671;0,1551;Chi2 with 22.0 degrees of freedom ;;;;1,14385;0,5644;Chi2 with 2.0 degrees of freedom 
RF2351;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,155815018;0,661084575;0,718033145;;;;;8;2,761494;0,5774;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,140193;0,5124;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;20,333413;0,5622;Chi2 with 22.0 degrees of freedom ;0;1;0;0,405035;0,9518;0;1;0;0,474119;0,9164;0,698542;0,6512;0,777116;0,5892;19,345601;0,6239;Chi2 with 22.0 degrees of freedom ;;;;0,563679;0,7544;Chi2 with 2.0 degrees of freedom 
RF2361;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,1445421;0,261677397;0,28192637;;;;;4;2,842444;0,7128;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,263366;0,2185;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,674288;0,6034;Chi2 with 22.0 degrees of freedom ;0;1;0;0,424632;0,9428;0;1;0;0,386166;0,9595;0,726202;0,6292;0,94612;0,4644;25,189217;0,2881;Chi2 with 22.0 degrees of freedom ;;;;1,803168;0,4059;Chi2 with 2.0 degrees of freedom 
RF2362;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,151796466;0,430163198;0,472580346;;;;;4;3,270116;0,528;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,254625;0,2341;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;25,167458;0,2891;Chi2 with 22.0 degrees of freedom ;0;1;0;0,303699;0,9841;0;1;0;0,643667;0,7885;0,105195;0,9957;0,132023;0,992;20,225345;0,5689;Chi2 with 22.0 degrees of freedom ;;;;2,068185;0,3555;Chi2 with 2.0 degrees of freedom 
RF2363;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,114899132;0,223255922;0,242466426;;;;;10;3,820176;0,0553;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,33066;0,1223;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;20,92985;0,4632;Chi2 with 21.0 degrees of freedom ;0;1;0;0,476589;0,9149;0;1;0;0,857801;0,5832;0,144307;0,9899;0,191756;0,9787;18,367398;0,6257;Chi2 with 21.0 degrees of freedom ;;;;5,520317;0,0633;Chi2 with 2.0 degrees of freedom 
RF2391;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,228006629;0,505860782;0,443914862;;;;;5;3,807787;0,0591;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,035755;0,8673;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;20,454548;0,5546;Chi2 with 22.0 degrees of freedom ;0;1;0;0,455121;0,9272;0;1;0;0,722336;0,7155;0,646897;0,6925;0,695914;0,6533;25,626987;0,268;Chi2 with 22.0 degrees of freedom ;;;;5,530214;0,063;Chi2 with 2.0 degrees of freedom 
RF2399;2012-01-01;2023-12-01;144;;;1;0;1;0;1;1;0,135316127;0,312712667;0,337832501;;;;;2;4,119281;0,0087;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,68488;0,0013;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;40,203451;0,007;Chi2 with 21.0 degrees of freedom ;0,256684;0,8796;0,256684;0,749556;0,6892;1,607699;0,4476;1,607699;1,300316;0,2312;0,275745;0,9475;0,244262;0,9609;29,512777;0,1022;Chi2 with 21.0 degrees of freedom ;;;;9,724454;0,0077;Chi2 with 2.0 degrees of freedom 
RF2410;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,242827123;0,513870326;0,544983732;;;;;13;2,728587;0,526;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,095801;0,6544;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;47,96007;0,0011;Chi2 with 22.0 degrees of freedom ;0;1;0;0,332631;0,9771;0;1;0;0,563853;0,855;0,205296;0,9746;0,271796;0,9493;21,242918;0,5058;Chi2 with 22.0 degrees of freedom ;;;;0,327374;0,849;Chi2 with 2.0 degrees of freedom 
RF2420;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,362830568;0,621865068;0,632272947;;;;;2;3,097564;0,8197;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,260492;0,2235;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;16,681098;0,7807;Chi2 with 22.0 degrees of freedom ;0;1;0;0,286616;0,9875;0;1;0;0,454729;0,9274;0,785054;0,5831;0,812255;0,5621;13,119466;0,9298;Chi2 with 22.0 degrees of freedom ;;;;1,670482;0,4338;Chi2 with 2.0 degrees of freedom 
RF2431;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,177397485;0,329089558;0,353013878;;;;;5;4,504328;0,0004;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,628445;0,0033;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;14,088879;0,8983;Chi2 with 22.0 degrees of freedom ;0;1;0;1,117713;0,3526;0;1;0;1,15262;0,3265;0,56522;0,7574;0,555025;0,7654;19,922693;0,5879;Chi2 with 22.0 degrees of freedom ;;;;10,614899;0,005;Chi2 with 2.0 degrees of freedom 
RF2432;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,232055503;0,415959433;0,443703022;;;;;5;4,571728;0,0002;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,070111;0,7432;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;20,954439;0,5236;Chi2 with 22.0 degrees of freedom ;0,211373;0,8997;0,211373;0,307161;0,9833;0,00595;0,997;0,00595;0,475677;0,9155;1,463768;0,1952;1,594959;0,1532;20,627902;0,5438;Chi2 with 22.0 degrees of freedom ;;;;14,473884;0,0007;Chi2 with 2.0 degrees of freedom 
RF2433;2012-01-01;2023-12-01;144;;;1;0;0;0;1;1;0,147929598;0,363566545;0,391631064;;;;;4;2,573307;0,317;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,148656;0,4856;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;20,191935;0,571;Chi2 with 22.0 degrees of freedom ;0;1;0;0,422184;0,944;0;1;0;0,504208;0,8977;0,61814;0,7155;0,643655;0,6951;34,698562;0,0416;Chi2 with 22.0 degrees of freedom ;;;;1,324076;0,5158;Chi2 with 2.0 degrees of freedom 
RF2434;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,171530276;0,308400875;0,328098165;;;;;5;3,274731;0,521;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,201069;0,3475;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;23,921637;0,3514;Chi2 with 22.0 degrees of freedom ;0;1;0;0,568137;0,8517;0;1;0;0,501611;0,8993;0,73911;0,619;0,63883;0,699;17,935593;0,7098;Chi2 with 22.0 degrees of freedom ;;;;1,781017;0,4104;Chi2 with 2.0 degrees of freedom 
RF2442;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,17909285;0,325625006;0,353834417;;;;;6;3,189237;0,6584;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,019097;0,9289;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;34,370881;0,045;Chi2 with 22.0 degrees of freedom ;0;1;0;0,249056;0,9931;0,006438;0,9968;0,006438;0,301688;0,9845;0,845797;0,5368;0,918906;0,4835;22,378449;0,4375;Chi2 with 22.0 degrees of freedom ;;;;0,922997;0,6303;Chi2 with 2.0 degrees of freedom 
RF2443;2012-01-01;2023-12-01;144;;;0;1;1;1;1;1;0,266386532;0,824085665;0,865450723;;;;;4;3,037741;0,9297;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,108544;0,612;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,818826;0,2551;Chi2 with 21.0 degrees of freedom ;0;1;0;0,495319;0,9034;0;1;0;0,547558;0,8673;0,771272;0,5938;0,939822;0,4688;18,714021;0,6035;Chi2 with 21.0 degrees of freedom ;;;;0,531935;0,7665;Chi2 with 2.0 degrees of freedom 
RF2444;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,247068209;0,729899119;0,771442507;;;;;5;2,926162;0,863;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,180338;0,3994;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,058993;0,6417;Chi2 with 22.0 degrees of freedom ;0;1;0;0,07882;1;0;1;0;0,30328;0,9842;0,834272;0,5454;0,933308;0,4733;16,560639;0,7871;Chi2 with 22.0 degrees of freedom ;;;;0,777437;0,6779;Chi2 with 2.0 degrees of freedom 
RF2445;2012-01-01;2023-12-01;144;;;3;1;1;0;1;1;0,338026987;0,85636772;0,855153924;;;;;4;3,185692;0,6644;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,213746;0,3179;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,89979;0,2418;Chi2 with 19.0 degrees of freedom ;0;1;0;0,150168;0,9993;0;1;0;0,19632;0,9976;1,37705;0,2282;1,395215;0,2209;27,710267;0,0892;Chi2 with 19.0 degrees of freedom ;;;;1,507212;0,4707;Chi2 with 2.0 degrees of freedom 
RF2451;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,173211015;0,656704383;0,722322612;;;;;10;3,934088;0,0291;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,291516;0,1732;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,722574;0,6624;Chi2 with 22.0 degrees of freedom ;0;1;0;0,285061;0,9877;0;1;0;0,369603;0,9656;1,217087;0,3013;1,489754;0,1862;12,477962;0,9467;Chi2 with 22.0 degrees of freedom ;;;;6,457379;0,0396;Chi2 with 2.0 degrees of freedom 
RF2452;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,289907795;0,758869681;0,792032058;;;;;10;5,820534;0;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,824337;0,0001;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;8,836577;0,9941;Chi2 with 22.0 degrees of freedom ;0;1;0;0,316225;0,9813;0;1;0;0,317967;0,9809;1,304819;0,2591;1,45106;0,1998;39,220272;0,0133;Chi2 with 22.0 degrees of freedom ;;;;19,504296;0,0001;Chi2 with 2.0 degrees of freedom 
RF2453;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,173147649;0,588706641;0,29068162;;;;;7;2,978419;0,9598;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,00785;0,9707;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;33,038288;0,0613;Chi2 with 22.0 degrees of freedom ;0;1;0;0,255435;0,9923;0;1;0;0,45484;0,9274;2,768872;0,0143;2,550215;0,0226;21,613277;0,4832;Chi2 with 22.0 degrees of freedom ;;;;0,180494;0,9137;Chi2 with 2.0 degrees of freedom 
RF2454;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,183128646;0,497199701;0,534054321;;;;;5;3,367432;0,3907;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,242099;0,258;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;27,194857;0,2039;Chi2 with 22.0 degrees of freedom ;0;1;0;1,038749;0,4164;0;1;0;0,622379;0,8071;0,387543;0,886;0,453494;0,8415;14,961758;0,8639;Chi2 with 22.0 degrees of freedom ;;;;2,409054;0,2998;Chi2 with 2.0 degrees of freedom 
RF2511;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,118981527;0,308435901;0,338448014;;;;;9;3,216987;0,6122;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,276568;0,1963;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,623121;0,6685;Chi2 with 22.0 degrees of freedom ;0;1;0;0,274015;0,9896;0;1;0;0,549977;0,8655;0,59887;0,7308;0,766408;0,5976;27,04886;0,2094;Chi2 with 22.0 degrees of freedom ;;;;2,069707;0,3553;Chi2 with 2.0 degrees of freedom 
RF2512;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,152687309;0,32510305;0,349336427;;;;;5;2,438461;0,1895;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,26777;0,2109;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;20,250534;0,5674;Chi2 with 22.0 degrees of freedom ;0;1;0;0,253165;0,9926;0;1;0;0,412246;0,9486;2,394887;0,0313;2,635758;0,0189;23,810002;0,3573;Chi2 with 22.0 degrees of freedom ;;;;4,542056;0,1032;Chi2 with 2.0 degrees of freedom 
RF2521;2012-01-01;2023-12-01;144;;;2;0;0;0;1;1;0,180475973;0,460815076;0,476096848;;;;;5;2,901043;0,8165;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,206827;0,332;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;41,53181;0,0048;Chi2 with 21.0 degrees of freedom ;0;1;0;0,212637;0,9965;0;1;0;0,235227;0,9946;2,71107;0,0161;2,105659;0,0565;22,552691;0,3683;Chi2 with 21.0 degrees of freedom ;;;;1,026134;0,5987;Chi2 with 2.0 degrees of freedom 
RF2529;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,36580676;0,912978771;0,934742954;;;;;4;3,416079;0,331;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,529252;0,0134;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,381616;0,4373;Chi2 with 22.0 degrees of freedom ;0;1;0;0,415093;0,9473;0;1;0;0,403423;0,9524;1,090967;0,371;1,274752;0,273;13,74039;0,9104;Chi2 with 22.0 degrees of freedom ;;;;6,144415;0,0463;Chi2 with 2.0 degrees of freedom 
RF2530;2012-01-01;2023-12-01;144;;;0;1;1;1;0;0;0,676375118;0,683642086;0,761729226;;;;;8;4,261367;0,0021;Normal with Mean = 3.0 and Stdev = 0.40967324519935133;-0,104954;0,6084;Normal with Mean = 0.0 and Stdev = 0.20483662259967567;42,575482;0,0053;Chi2 with 22.0 degrees of freedom ;1,159654;0,56;1,159654;0,489252;0,9072;0,668377;0,7159;0,668377;0,551742;0,8642;0,946122;0,4644;0,717346;0,6363;24,221106;0,3357;Chi2 with 22.0 degrees of freedom ;;;;10,946189;0,0042;Chi2 with 2.0 degrees of freedom 
RF2540;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,322141706;0,752671556;0,779106084;;;;;5;3,069778;0,8705;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,235168;0,2718;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;31,308828;0,09;Chi2 with 22.0 degrees of freedom ;0;1;0;0,110989;0,9998;0;1;0;0,164216;0,9989;1,889448;0,0869;2,131941;0,0536;13,689459;0,9121;Chi2 with 22.0 degrees of freedom ;;;;1,388964;0,4993;Chi2 with 2.0 degrees of freedom 
RF2550;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,082277987;0,308018257;0,337884363;;;;;10;2,929921;0,8699;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,389583;0,0687;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,100853;0,342;Chi2 with 22.0 degrees of freedom ;0;1;0;0,20033;0,9974;0,017359;0,9914;0,017359;0,390293;0,9579;0,293245;0,9393;0,279142;0,946;34,545724;0,0432;Chi2 with 22.0 degrees of freedom ;;;;3,994128;0,1357;Chi2 with 2.0 degrees of freedom 
RF2561;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,083640916;0,302531378;0,337167436;;;;;13;2,963463;0,932;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,224746;0,2936;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,916801;0,4649;Chi2 with 22.0 degrees of freedom ;0;1;0;0,4543;0,9277;0;1;0;1,0442;0,4118;1,471192;0,1926;1,397601;0,22;14,086801;0,8984;Chi2 with 22.0 degrees of freedom ;;;;1,194144;0,5504;Chi2 with 2.0 degrees of freedom 
RF2562;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,11201049;0,216674208;0,236930716;;;;;12;2,977843;0,9587;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,156472;0,4647;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,647641;0,7267;Chi2 with 22.0 degrees of freedom ;0;1;0;0,81841;0,6217;0;1;0;0,939969;0,5046;0,666056;0,6772;0,714343;0,6386;32,2045;0,074;Chi2 with 22.0 degrees of freedom ;;;;0,650293;0,7224;Chi2 with 2.0 degrees of freedom 
RF2571;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,396518795;0,925042425;0,915496719;;;;;5;3,399839;0,3502;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,071364;0,7388;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,61993;0,4828;Chi2 with 22.0 degrees of freedom ;0;1;0;0,455733;0,9269;0;1;0;0,721506;0,7163;0,72954;0,6266;0,815763;0,5595;12,930442;0,9351;Chi2 with 22.0 degrees of freedom ;;;;2,160983;0,3394;Chi2 with 2.0 degrees of freedom 
RF2572;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,200061261;0,562503467;0,588774943;;;;;20;2,811237;0,6592;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,04641;0,8283;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;28,827644;0,1498;Chi2 with 22.0 degrees of freedom ;0;1;0;0,683618;0,7521;0;1;0;0,946407;0,4987;0,354988;0,906;0,325102;0,9229;26,271726;0,2402;Chi2 with 22.0 degrees of freedom ;;;;0,053759;0,9735;Chi2 with 2.0 degrees of freedom 
RF2573;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,208219547;0,489269165;0,527102025;;;;;5;4,441211;0,0008;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,367138;0,0863;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,312169;0,6873;Chi2 with 22.0 degrees of freedom ;0;1;0;0,260662;0,9916;0;1;0;0,212187;0,9966;0,381294;0,8899;0,395635;0,8808;17,832283;0,7159;Chi2 with 22.0 degrees of freedom ;;;;11,153236;0,0038;Chi2 with 2.0 degrees of freedom 
RF2591;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,188701151;0,400403095;0,426160867;;;;;4;3,756045;0,0773;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,480803;0,0247;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;13,222783;0,9268;Chi2 with 22.0 degrees of freedom ;0;1;0;0,65401;0,7792;0;1;0;0,658424;0,7752;1,966975;0,0746;2,382603;0,0321;17,52548;0,7337;Chi2 with 22.0 degrees of freedom ;;;;5,841216;0,0539;Chi2 with 2.0 degrees of freedom 
RF2592;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,322470515;0,498503756;0,535664384;;;;;2;3,377743;0,3775;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,305637;0,1533;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;37,160803;0,0227;Chi2 with 22.0 degrees of freedom ;0;1;0;0,28466;0,9878;0,078549;0,9615;0,078549;0,251005;0,9928;0,669174;0,6747;0,635667;0,7015;19,187608;0,6337;Chi2 with 22.0 degrees of freedom ;;;;2,839883;0,2417;Chi2 with 2.0 degrees of freedom 
RF2593;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,182219193;0,273183052;0,294760579;;;;;4;4,798024;0;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,445267;0,0375;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;10,324802;0,9831;Chi2 with 22.0 degrees of freedom ;0;1;0;0,194099;0,9977;0;1;0;0,206168;0,997;0,861171;0,5253;1,034021;0,406;16,291598;0,8012;Chi2 with 22.0 degrees of freedom ;;;;14,408051;0,0007;Chi2 with 2.0 degrees of freedom 
